WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_33,GemiddeldeHuishoudensgrootte_32,GemiddeldInkomenPerInwoner_66,HuishoudensMetKinderen_31,HuishoudensTotaal_28,HuishOnderOfRondSociaalMinimum_73,MateVanStedelijkheid_104,k_0Tot15Jaar_8,k_25Tot45Jaar_10,k_65JaarOfOuder_12,cluster_id,cluster_label_short,cluster_label_long
BU02620002,Lochem                                  ,Buurt     ,BU02620002,960,1226.0,2.3,30.1,125,400,2.3,3.0,130,135,320,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620003,Lochem                                  ,Buurt     ,BU02620003,2610,2572.0,2.1,31.5,320,1175,3.5,3.0,410,435,905,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU02620004,Lochem                                  ,Buurt     ,BU02620004,1980,2543.0,2.4,29.6,290,835,2.5,4.0,285,330,485,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620005,Lochem                                  ,Buurt     ,BU02620005,745,491.0,1.8,22.8,85,420,9.9,3.0,95,175,230,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620006,Lochem                                  ,Buurt     ,BU02620006,1450,2567.0,2.7,30.9,260,530,1.7,3.0,250,240,205,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU02620106,Lochem                                  ,Buurt     ,BU02620106,265,34.0,2.0,28.3,30,130,2.4,5.0,25,35,100,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620107,Lochem                                  ,Buurt     ,BU02620107,260,23.0,2.3,37.2,30,115,8.8,5.0,35,35,70,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620109,Lochem                                  ,Buurt     ,BU02620109,430,34.0,2.8,30.4,75,150,3.4,5.0,85,70,95,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU02620200,Lochem                                  ,Buurt     ,BU02620200,1750,2006.0,2.3,23.3,240,765,5.5,5.0,270,325,480,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620205,Lochem                                  ,Buurt     ,BU02620205,310,46.0,2.5,36.4,45,125,5.6,5.0,40,45,70,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU02620206,Lochem                                  ,Buurt     ,BU02620206,715,60.0,2.7,27.1,105,265,4.9,5.0,140,160,145,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU02620207,Lochem                                  ,Buurt     ,BU02620207,975,36.0,2.6,27.4,155,380,5.1,5.0,125,160,215,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU02620300,Lochem                                  ,Buurt     ,BU02620300,900,1592.0,2.2,24.5,115,410,2.9,5.0,130,165,275,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620308,Lochem                                  ,Buurt     ,BU02620308,345,33.0,2.6,29.8,45,130,2.3,5.0,45,55,80,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU02620309,Lochem                                  ,Buurt     ,BU02620309,305,29.0,2.4,25.0,35,125,8.7,5.0,40,45,70,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620400,Lochem                                  ,Buurt     ,BU02620400,3575,1310.0,2.2,29.7,500,1620,4.9,5.0,535,530,1160,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU02620401,Lochem                                  ,Buurt     ,BU02620401,3300,1527.0,2.2,24.4,490,1490,6.0,5.0,490,530,930,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU02620402,Lochem                                  ,Buurt     ,BU02620402,1505,1034.0,2.3,32.8,220,645,3.4,5.0,225,300,395,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620406,Lochem                                  ,Buurt     ,BU02620406,405,57.0,2.3,35.7,50,175,7.5,5.0,60,55,125,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620407,Lochem                                  ,Buurt     ,BU02620407,460,52.0,2.4,36.5,55,190,4.3,5.0,75,45,135,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU02620408,Lochem                                  ,Buurt     ,BU02620408,465,64.0,2.2,37.8,50,205,3.4,5.0,50,55,160,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620409,Lochem                                  ,Buurt     ,BU02620409,1095,94.0,2.2,31.3,120,405,8.7,5.0,140,205,205,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620500,Lochem                                  ,Buurt     ,BU02620500,720,731.0,2.1,25.9,90,335,6.3,5.0,85,100,225,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620501,Lochem                                  ,Buurt     ,BU02620501,765,2408.0,2.2,24.7,100,350,5.8,5.0,105,120,210,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620508,Lochem                                  ,Buurt     ,BU02620508,925,44.0,2.6,29.6,135,350,3.7,5.0,155,135,175,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU02620509,Lochem                                  ,Buurt     ,BU02620509,265,29.0,2.3,27.1,30,115,8.0,5.0,35,40,75,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08091001,Loon op Zand                            ,Buurt     ,BU08091001,2015,6697.0,2.6,26.1,395,790,4.1,3.0,350,480,145,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091005,Loon op Zand                            ,Buurt     ,BU08091005,605,6087.0,2.7,21.3,105,220,6.0,3.0,100,130,80,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091006,Loon op Zand                            ,Buurt     ,BU08091006,740,5622.0,2.6,28.5,135,285,2.1,3.0,105,125,105,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08091010,Loon op Zand                            ,Buurt     ,BU08091010,1105,5612.0,2.2,20.1,190,490,7.7,3.0,155,240,300,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091011,Loon op Zand                            ,Buurt     ,BU08091011,655,6715.0,2.1,19.4,110,310,8.5,2.0,100,140,185,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091015,Loon op Zand                            ,Buurt     ,BU08091015,420,4780.0,2.3,18.9,80,170,8.3,3.0,60,115,65,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091020,Loon op Zand                            ,Buurt     ,BU08091020,830,4799.0,1.8,23.6,95,450,7.7,2.0,65,180,250,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091021,Loon op Zand                            ,Buurt     ,BU08091021,525,5089.0,2.1,21.1,75,255,8.7,2.0,70,140,135,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091025,Loon op Zand                            ,Buurt     ,BU08091025,650,5222.0,2.4,20.7,120,270,5.6,2.0,105,155,110,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091030,Loon op Zand                            ,Buurt     ,BU08091030,875,3605.0,2.2,24.0,125,370,5.7,3.0,95,160,280,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08091031,Loon op Zand                            ,Buurt     ,BU08091031,535,3091.0,2.5,25.6,90,215,2.3,3.0,90,115,100,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08091040,Loon op Zand                            ,Buurt     ,BU08091040,635,225.0,2.8,27.8,105,225,3.6,5.0,130,115,115,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08091041,Loon op Zand                            ,Buurt     ,BU08091041,485,94.0,2.5,27.3,75,190,2.2,5.0,65,85,100,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08092045,Loon op Zand                            ,Buurt     ,BU08092045,1380,6685.0,2.5,25.7,245,550,3.8,3.0,230,295,195,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08092049,Loon op Zand                            ,Buurt     ,BU08092049,505,4428.0,2.1,26.2,50,235,4.2,3.0,65,65,215,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08092052,Loon op Zand                            ,Buurt     ,BU08092052,940,4137.0,2.3,21.8,150,410,7.1,3.0,160,235,165,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08092055,Loon op Zand                            ,Buurt     ,BU08092055,1635,5697.0,2.2,25.0,270,730,5.6,3.0,260,415,225,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU08092058,Loon op Zand                            ,Buurt     ,BU08092058,460,2252.0,2.3,40.0,65,195,0.5,4.0,55,60,150,5,Stedelijke Buurten,Buurten met hoge bevolkingsdichtheid en diverse leeftijdsopbouw en gemiddelde inkomens.
BU08092061,Loon op Zand                            ,Buurt     ,BU08092061,635,1481.0,2.2,29.9,90,275,6.7,4.0,85,120,155,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08092063,Loon op Zand                            ,Buurt     ,BU08092063,420,46.0,2.1,26.7,65,200,3.2,5.0,55,110,70,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08093070,Loon op Zand                            ,Buurt     ,BU08093070,2590,2055.0,2.1,24.9,345,1180,5.3,4.0,365,545,750,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU08093071,Loon op Zand                            ,Buurt     ,BU08093071,370,815.0,2.5,38.4,50,145,1.4,4.0,55,50,115,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU08093080,Loon op Zand                            ,Buurt     ,BU08093080,1550,5475.0,2.5,24.4,275,625,1.9,4.0,300,365,305,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08093081,Loon op Zand                            ,Buurt     ,BU08093081,1205,4917.0,2.2,30.7,185,545,3.5,4.0,210,260,305,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU08094095,Loon op Zand                            ,Buurt     ,BU08094095,555,90.0,2.5,28.1,90,220,2.8,5.0,80,115,120,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310000,Lopik                                   ,Buurt     ,BU03310000,5570,4010.0,2.5,23.6,935,2200,4.5,4.0,1065,1275,920,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU03310001,Lopik                                   ,Buurt     ,BU03310001,645,534.0,2.7,27.2,100,240,3.4,5.0,100,140,105,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310002,Lopik                                   ,Buurt     ,BU03310002,540,553.0,2.7,27.2,85,200,2.0,5.0,90,115,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310003,Lopik                                   ,Buurt     ,BU03310003,535,531.0,2.6,26.3,85,210,2.0,5.0,75,90,110,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310004,Lopik                                   ,Buurt     ,BU03310004,290,1396.0,2.6,24.1,50,110,1.8,5.0,65,75,35,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310005,Lopik                                   ,Buurt     ,BU03310005,270,332.0,2.7,28.7,35,100,3.0,5.0,40,40,55,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310006,Lopik                                   ,Buurt     ,BU03310006,720,850.0,2.5,25.7,120,290,4.9,5.0,125,170,110,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310008,Lopik                                   ,Buurt     ,BU03310008,410,120.0,2.6,33.7,60,160,8.1,5.0,60,70,75,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310009,Lopik                                   ,Buurt     ,BU03310009,345,11.0,2.3,27.3,50,145,2.1,5.0,65,75,45,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03310010,Lopik                                   ,Buurt     ,BU03310010,2420,1608.0,2.6,24.4,415,930,5.0,5.0,440,520,380,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03310019,Lopik                                   ,Buurt     ,BU03310019,1085,51.0,2.9,30.4,185,370,3.0,5.0,190,210,185,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310020,Lopik                                   ,Buurt     ,BU03310020,595,2646.0,2.6,22.0,95,230,4.5,5.0,115,145,80,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03310029,Lopik                                   ,Buurt     ,BU03310029,605,54.0,2.8,30.6,85,215,1.4,5.0,125,125,100,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU00240000,Loppersum                               ,Buurt     ,BU00240000,2325,1811.0,2.2,22.1,325,1030,6.1,5.0,355,385,630,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU00240001,Loppersum                               ,Buurt     ,BU00240001,505,732.0,2.3,21.8,75,215,7.1,5.0,85,95,80,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU00240002,Loppersum                               ,Buurt     ,BU00240002,300,528.0,2.1,26.7,40,145,9.2,5.0,35,45,65,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU00240100,Loppersum                               ,Buurt     ,BU00240100,860,1249.0,2.2,21.6,140,380,4.5,5.0,155,210,135,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU00240101,Loppersum                               ,Buurt     ,BU00240101,340,499.0,2.3,25.5,40,150,4.7,5.0,50,75,75,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU00240200,Loppersum                               ,Buurt     ,BU00240200,2095,1799.0,2.2,19.7,305,915,9.4,5.0,375,440,445,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU00240209,Loppersum                               ,Buurt     ,BU00240209,275,12.0,2.7,25.2,40,100,7.8,5.0,50,55,45,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU00240300,Loppersum                               ,Buurt     ,BU00240300,655,715.0,2.1,20.9,100,310,7.0,5.0,100,155,105,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU00240301,Loppersum                               ,Buurt     ,BU00240301,440,527.0,2.5,21.5,70,175,5.1,5.0,90,90,50,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU00240309,Loppersum                               ,Buurt     ,BU00240309,345,11.0,2.4,28.1,50,140,5.8,5.0,50,70,65,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01680001,Losser                                  ,Buurt     ,BU01680001,7350,3227.0,2.4,23.8,1210,3045,3.8,3.0,1230,1530,1500,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU01680003,Losser                                  ,Buurt     ,BU01680003,4720,3191.0,2.1,21.7,620,2155,4.8,3.0,670,1015,1405,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
